latitude, longitude, checkins, id, name
55.5852699572, 37.4202351982, 2, 4fb751c7e4b07fc4311b9583, Дача)
55.585256, 37.409614, 10, 4f9fc7fce4b0743303d3febc, Потребительский Кооператив " Газовик" . А Проще Дача .
55.5865434037, 37.4105501175, 4, 4f4239097716e5cd5e9eac53, СМП Банк ДО Дубровка
55.5586846184, 37.4115044959, 95, 4f17b3c9e4b0b4cc234edf2a, Коудайс МКорма
55.5631330851, 37.4096135833, 296, 4e8749689a52656e285bb252, Летово
55.5605963923, 37.4077974625, 140, 4f4a5d27e4b0927adab3d4eb, Kasich's Orange County
55.5608880297, 37.416033354, 15, 4f89e346e4b01f95a35c3754, Христос Воскресе!
55.5631330851, 37.4096135833, 42, 4f531edae4b0ddd8f7d913df, Милый Дом❤
55.5644783922, 37.4071767858, 15, 4f8118d0e4b088077f769a43, Храм Михаила Архангела
55.5631330851, 37.4096135833, 11, 4f5298b9e4b036244a6126a1, Любимая Кровать
55.561456, 37.411249, 11, 4f4276f6e4b080aa7a5a629a, Kru's Luxury Village
55.563494, 37.40742, 1, 4fc7a683e4b02b3f4db1c162, СельПо в Летово
55.560168, 37.4167894, 2, 4bd05383fb2cce7291e03bd2, Arthurs Spa & Hotel Moscow
55.566759, 37.402847, 3, 4f588c91e4b0ad7e15d7960b, Супермегатусааа 
55.5631330851, 37.4096135833, 11, 4f53200ae4b063296dc9ec0f, Mark's countryside residence
55.580462695, 37.3609832695, 2, 4f8ef069e4b0e77df3fd595f, home sweet home
55.5631330851, 37.4096135833, 0, 4f532029e4b0c416052e759d, Mark's countryside residence
55.5631330851, 37.4096135833, 1, 4fd71b68e4b0b5d9899410e0, My villa
55.5631330851, 37.4096135833, 4, 4e907cd3550342b5a43eb597, День Рождения Дашулечки
55.5713097597, 37.4230262199, 2, 4f92d13ee4b059d7d9a03b71, Chaplyun's resident
55.5852699572, 37.4202351982, 0, 4e1962c9c65b6bfb59181df9, Ближняя Дача
55.5713097597, 37.4230262199, 1, 4f8a9af9e4b0183206dfef90, Darina's palace
55.5713097597, 37.4230262199, 1, 4faff18ae4b091b4633d7f5d, Дом Галины Спепановны
55.5794853386, 37.4364450483, 1, 4f648a76e4b03be10320dfc4, Прокшино
55.5794853386, 37.4364450483, 1, 4fb74c24e4b02db3078c2715, Дача
55.576316, 37.435635, 1, 4f9fe439e4b008751db73a92, Football Pitch
55.5794853386, 37.4364450483, 2, 4f0826d1e4b0fcefa83675f5, Bulgakov's residence
55.5794853386, 37.4364450483, 1, 4faaa1b7e4b026b035992e06, Загородный дом
55.5794853386, 37.4364450483, 1, 4fcb53dfe4b0e6dca7c64ae3, Прокшино, у тестя.
55.560424, 37.420366, 4, 4ecb1d9793adb4bd1a969501, Объезд Через Московский
55.5573519895, 37.4258149458, 10, 4ea3ff8fb8f7e4911f44929b, Дом в Ларево
55.5603616052, 37.4192920977, 21, 4ee52fb7aa1fd7f755204900, My Bed
55.5603860419, 37.4191521214, 8, 4ee387449a52c1dad95d2e93, Dom (Larevo)
55.5589684683, 37.4356738555, 11, 4f51bea6e4b0b5d9dd512f8f, Пробка На Калуге
55.5590170327, 37.4358037455, 1, 4f8ceb57e4b00c10ebca797d, Еду В Машине
55.558974, 37.43486, 2, 4f3f6f9ae4b045d4ec3e507f, Ветеринарка в Сосенках
55.558258, 37.434827, 1, 4fa90c55e4b022fdec445747, Баранина в Сосенках
55.5573519895, 37.4258149458, 4, 4f3aabffe4b0039c25ab9463, Развилка Ленинский район
55.5571786428, 37.4337022444, 14, 4e970214722eef174f58a491, Рыболов
55.5572453197, 37.4337991284, 1, 4fd777afe4b0ce8136c164aa, Спорт-бар Вкусторг
55.5571289062, 37.4349632263, 3, 4f72bb21e4b0e3a9962edf5a, Отдел Полиции п. Коммунарка
55.5569953918, 37.4348068237, 1, 4fbb15e7e4b0b3a994aa81ae, Пробка в сосенках
55.5569953918, 37.4348068237, 0, 4fbb15fce4b0bf762e360e47, Пробка в Сосенках
55.555359, 37.431595, 30, 4f8283d5e4b0d9965bbd3d06, Фито
55.5573519895, 37.4258149458, 0, 4fd34339e4b0b31b846bd3ef, Имение Бесединых-Морозовых
55.5674973227, 37.4467792326, 517, 4e57d1bd483b0fb7715af190, Пробка у Дубровки
55.5661559616, 37.4370718002, 181, 4bee82abe24d20a15efb7214, Сосенки
55.570391, 37.441427, 44, 4f8b2434e4b060b7f90285c1, Sweet Valentina's Home
55.5606783808, 37.4391951038, 133, 4d5cb0eb5d15370479c775e7, Сосенки
55.570978, 37.437571, 116, 4dbd00255da3ff58ec5a2d62, Empire State Building
55.5655257635, 37.4392296366, 12, 4f9e645ae4b04dd736ea4335, Dan's dacha
55.5655257635, 37.4392296366, 9, 4fc05b61e4b06229f9018e24, Maxim's House
55.5712675634, 37.4401101767, 8, 4f81a8f8e4b0cd6f62da69ac, Собака Гуляка
55.5655257635, 37.4392296366, 76, 4f550472e4b065b5dbf4c881, Tigran's home
55.5655257635, 37.4392296366, 2, 4f91e0d3e4b09c89be1ced85, В Гостях У Артура)
55.5702979294, 37.4415993876, 0, 4f71edafe4b03bf2b0464486, ?
55.5659673733, 37.4450879677, 116, 4eb3a07177c89727363d3f74, Остановка ДРСУ
55.571133, 37.439784, 1, 4f93bc37e4b020d1a379f5c0, Swag Palace
55.565605, 37.445906, 130, 4e889167be7b82f8ba0ebb70, АЗС Лукойл
55.5704267623, 37.4415354609, 4, 4f980e54e4b012474d488d95, У Озера
55.569612, 37.444653, 40, 4f551633e4b0754d5a919e87, Попрыгуна Койка
55.5655257635, 37.4392296366, 2, 4f57b59ee4b06d73d89e0509, Загородная Лачуга
55.570721, 37.440722, 2, 4fc0cbc1e4b07ac9fc5f7292, Перед Телеком))
55.569458, 37.444829, 24, 4f5a258ce4b004088f8853bc, Huckas Room (Shidha's Room)
55.5703341627, 37.4415333766, 2, 4f4f4fade4b0390eb9f75503, GE Money Bank  @МЕГА Тёплый Стан
55.5655257635, 37.4392296366, 0, 4f6626c5e4b08383b32aada2, В Постели
55.5668956214, 37.4453810962, 42, 4f1d4197e4b0bf762b0fde4b, Ярмарка Стройматериалов
55.569628, 37.444326, 20, 4f5718eee4b00dc27e4cff0c, Tigran's Car (fast drive-fuckin ride)
55.5699406283, 37.4424490218, 6, 4f391d82e4b0beedd3b5f5c8, Home
55.5705504538, 37.4480194747, 2816, 4e92fcba30f85f7218e0ec13, Дубровка
55.5794853386, 37.4364450483, 2, 4f0826d1e4b0fcefa83675f5, Bulgakov's residence
55.5815752846, 37.4636317861, 37, 4f32784ae4b092d58caf3f68, Тренировка
55.5788866207, 37.4639436412, 8, 4f968a06e4b0e1b6354ea17a, Ебанистическая пробка на калужском шоссе
55.5674973227, 37.4467792326, 517, 4e57d1bd483b0fb7715af190, Пробка у Дубровки
55.562433, 37.450055, 2, 4cf13fa27e93f04d48e94b69, Каток пос. Комунарка
55.5618874659, 37.4544122815, 8, 4e933008e5e8788176ec7af5, Озеро
55.5597394903, 37.455428675, 9, 4d167dbfbb64224bb96dba65, Коммунарка
55.5597394903, 37.455428675, 1, 4fc1e743e4b0a363d43edfda, Kama's
55.5571468342, 37.4575572788, 26, 4dc55c98c65b89d3ca6ba8ed, Вход в лес
55.5606783808, 37.4391951038, 133, 4d5cb0eb5d15370479c775e7, Сосенки
55.565605, 37.445906, 130, 4e889167be7b82f8ba0ebb70, АЗС Лукойл
55.5655257635, 37.4392296366, 19, 4f8154aae4b042dc21a09d11, Дом Сафонова
55.5552891432, 37.4544629497, 4, 4f59f074e4b0a5eaef76f082, В Полях Бескрайних
55.5659673733, 37.4450879677, 116, 4eb3a07177c89727363d3f74, Остановка ДРСУ
55.563098, 37.442711, 3, 4f9cd2efe4b0609169292a93, abs-auto
55.568078, 37.447327, 82, 4d907c906174a093d4c8f3e3, Мойка Дубровка
55.5668956214, 37.4453810962, 42, 4f1d4197e4b0bf762b0fde4b, Ярмарка Стройматериалов
55.5655257635, 37.4392296366, 76, 4f550472e4b065b5dbf4c881, Tigran's home
55.554689, 37.457397, 2, 4f9aca48e4b0e95959dba894, Теннис В Газпроме
55.568068, 37.447742, 11, 4f6db5a5e4b0861076ce1a0f, Автолюкс
55.569458, 37.444829, 24, 4f5a258ce4b004088f8853bc, Huckas Room (Shidha's Room)
55.569612, 37.444653, 40, 4f551633e4b0754d5a919e87, Попрыгуна Койка
55.56253, 37.440481, 0, 4e4b89ccae600cc1e317d354, Кафе Медведь
55.568392, 37.448047, 2, 4f832614e4b0b2237eb72d07, На Базе В Сосенках
55.5680241309, 37.4474167005, 2, 4f3ded94e4b0382fc0a629bd, Ворота Винидикта 16
55.5655257635, 37.4392296366, 3, 4f16fb5be4b045626ca85ed9, Ivan Chinese's House
55.5655257635, 37.4392296366, 3, 4f8039e0e4b007a6650a9251, Сосенки Village
55.570391, 37.441427, 44, 4f8b2434e4b060b7f90285c1, Sweet Valentina's Home
55.565861, 37.445531, 4, 4fcc6f08e4b0ff719b43cc05, В Такси
55.569628, 37.444326, 20, 4f5718eee4b00dc27e4cff0c, Tigran's Car (fast drive-fuckin ride)
55.5655257635, 37.4392296366, 0, 4f8039e3e4b0bf6cc932420c, Сосенки Village
55.560836, 37.438586, 62, 4e8888bbe5fa4360aa7d2966, Сосенки Мойка #1
55.565288, 37.445993, 1, 4f2a8731e4b0027f9c0a7f4e, Пробки ВЕЗДЕ- в Прямом Смысле
55.5655257635, 37.4392296366, 9, 4fc05b61e4b06229f9018e24, Maxim's House
55.5668623579, 37.4444961548, 0, 4e88ad3ff9f43f99303f3142, Дубровка Яна's place
55.566650695, 37.4462280918, 2, 4f27daffe4b0715242463ebc, Нет Пробки На МКАДе! Трололол)
55.5655257635, 37.4392296366, 18, 4e9f0671f790109d910c983f, Gunchi's Place
55.560546875, 37.439365387, 1, 4fcd8d96e4b0cc685847d16c, Стойло для народа
55.5655257635, 37.4392296366, 4, 4e91ba3b775bfdaabcce6a39, Tigr's  House
55.56945, 37.444882, 1, 4fd3912ae4b0da81474613d6, skateboarding
55.5655257635, 37.4392296366, 2, 4fcfa826e4b0928bd022acbe, Сосенки, дом 10
55.5655257635, 37.4392296366, 4, 4e9975192c5bf14846aae1d7, Dubrovka Townhouse
55.5655257635, 37.4392296366, 4, 4f6db2e5e4b0a6b771aae12b, Сосенки
55.5702979294, 37.4415993876, 0, 4f71edafe4b03bf2b0464486, ?
55.569171, 37.443203, 2, 4f48c719e4b01d17ba141140, Townhouse. Dubrovka
55.5655257635, 37.4392296366, 1, 4f523bd2e4b0ee60b8b4fe7b, ССС Yeah
55.5699406283, 37.4424490218, 6, 4f391d82e4b0beedd3b5f5c8, Home
55.5704267623, 37.4415354609, 4, 4f980e54e4b012474d488d95, У Озера
55.5703341627, 37.4415333766, 2, 4f4f4fade4b0390eb9f75503, GE Money Bank  @МЕГА Тёплый Стан
55.5621178156, 37.4850483025, 2, 4fa16fa1e4b03ac4db572832, Pastry's house
55.5716058691, 37.4782412219, 237, 4dff748762e1651eb9db015f, Kommunarka Ept
55.5597394903, 37.455428675, 9, 4d167dbfbb64224bb96dba65, Коммунарка
55.5539509415, 37.4716233337, 1, 4fb8cec1e4b04b94bec8447d, Пос.Комунарка
55.5725039278, 37.4775659189, 8, 4f6a4509e4b01cb02d6908f1, Ксюшина кровать
55.56154, 37.473874, 14, 4f607470e4b05c3a92930b17, a.c.a.b 11
55.5621178156, 37.4850483025, 3, 4f91cc9fe4b0a9b8bd7e5ef6, Oleg's House
55.5621178156, 37.4850483025, 3, 4f9cf1a8e4b02aa9c0869b5e, Коммунарка 109
55.5736984411, 37.4526505167, 0, 4f115979e4b03856f0387849, Dubrovka house.
55.5743279565, 37.4574197697, 93, 4e8d3c9182319c780c3b86fa, Пробка На Калужском Шоссе В Центр
55.5753143158, 37.4588771356, 5, 4fb669a0e4b0a71872ef78d5, В пробке с дачниками
55.5742967476, 37.474145518, 25, 4f130f61e4b06c588c3019c6, Kommunarka Resort & Jah
55.5740981916, 37.4573185007, 18, 4f0705b6e4b0945c69676671, АЗС Лукоил
55.573898, 37.473387, 24, 4d5d65e5590b224bdd9dab6d, Beauty Point, Салон Красоты
55.5742826934, 37.4745668635, 11, 4eaad8d0cc217eb08e8047d7, ГК Антимэль
55.5739, 37.4731, 1, 4f6ee18ae4b0a6b772d6041d, beauty point
55.5760779426, 37.4822807179, 1, 4f40e0cfe4b020398d06f883, с родственниками
55.5734937075, 37.4561747313, 3, 4f56e4e3e4b0d00bd5d2cc69, Пробка На Калужском Шоссе
55.5768556357, 37.4777991618, 14, 4f054082d3e321b78f36ef2c, Автопремьер
